,ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
2143,2169,180000.0,1,2,1,35,1,2,0,0,0,0,32082.0,31293.0,31570.0,33370.0,33370.0,0.0,0,1400,2200,0,0,0,0
2144,2170,230000.0,2,1,2,30,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2145,2171,200000.0,2,1,2,29,0,0,0,0,0,0,9078.0,11612.0,12100.0,13900.0,15900.0,0.0,3000,1500,2000,2000,0,0,0
2146,2172,230000.0,1,1,1,34,0,0,0,0,0,0,22954.0,11225.0,10669.0,13498.0,12482.0,9949.0,1700,1380,8000,1000,4000,1000,0
2147,2173,50000.0,1,2,1,53,0,0,0,0,0,0,47824.0,48954.0,46716.0,18685.0,19076.0,19466.0,1948,1835,669,692,707,695,0
2148,2174,270000.0,1,1,2,36,-2,-2,-2,-2,-2,-2,15986.0,16635.0,15913.0,14192.0,10559.0,7672.0,2008,1513,1019,515,302,3050,0
2150,2176,340000.0,1,1,1,53,-1,-1,-1,-2,-2,-1,3780.0,3295.0,1461.0,1903.0,1492.0,4409.0,3295,1461,1903,1492,4409,3396,0
2151,2177,320000.0,1,2,2,35,0,0,0,0,0,0,12233.0,16490.0,20011.0,17918.0,18627.0,19167.0,7000,4100,1000,1000,1000,1000,0
2153,2179,30000.0,2,2,1,33,-1,-1,-1,0,0,0,29568.0,3663.0,26539.0,28352.0,17596.0,7576.0,3701,27209,5024,523,1000,0,0
2154,2180,120000.0,2,3,2,55,0,0,0,0,0,0,102735.0,80762.0,77846.0,77404.0,75056.0,75951.0,3000,3000,2655,2664,3000,3000,0
2155,2181,310000.0,1,1,2,37,0,0,0,0,0,0,10513.0,11228.0,12222.0,12468.0,11809.0,12044.0,1193,1187,433,428,431,445,0
2156,2182,110000.0,2,3,2,31,0,-1,-1,-1,-1,-2,2705.0,2487.0,2500.0,2500.0,0.0,0.0,2487,2700,2500,0,0,0,0
2157,2183,400000.0,1,2,2,31,0,0,0,0,0,0,185677.0,189682.0,194509.0,199284.0,203502.0,195769.0,7000,8000,8000,7500,9000,5000,0
2158,2184,150000.0,2,1,1,55,-1,-1,-1,-2,-2,-2,2070.0,7620.0,0.0,0.0,0.0,0.0,7620,0,0,0,0,0,0
2159,2185,50000.0,1,1,1,42,0,0,0,-2,-2,-2,47454.0,30680.0,-220.0,-1000.0,-1000.0,0.0,3000,220,780,0,1000,0,0
2160,2186,270000.0,1,2,1,27,0,0,0,0,0,0,21256.0,19819.0,19200.0,18527.0,18413.0,18010.0,1618,1569,631,652,637,541,0
2161,2187,30000.0,2,3,1,39,0,0,0,0,-1,0,14517.0,3670.0,3280.0,2890.0,15839.0,13680.0,2500,2500,2500,15839,666,0,1
2162,2188,30000.0,1,1,1,57,0,0,2,3,2,0,23978.0,26749.0,28085.0,27344.0,26768.0,27454.0,3478,2073,0,0,1129,1163,1
2164,2190,50000.0,2,2,2,22,0,0,0,0,0,0,18471.0,19483.0,19431.0,19307.0,19361.0,19738.0,1329,1307,683,857,856,834,0
2165,2191,100000.0,1,2,1,50,0,0,0,0,0,0,101430.0,87429.0,108011.0,104261.0,102451.0,99947.0,5001,64401,4000,4500,4200,3200,0
2166,2192,200000.0,2,1,2,29,1,-2,-1,-1,-1,-1,0.0,0.0,3941.0,16405.0,-150.0,2327.0,0,3941,16405,0,2477,0,0
2167,2194,190000.0,1,2,1,43,0,0,0,0,0,0,90580.0,72260.0,80337.0,84221.0,91805.0,100053.0,10000,10000,10000,9000,10000,22000,0
2168,2195,130000.0,1,2,1,47,-1,-1,-1,-1,-1,-2,5837.0,21038.0,722.0,4399.0,0.0,0.0,21038,729,4399,0,0,5239,0
2169,2196,50000.0,1,2,2,23,0,0,2,0,-1,-1,17792.0,20036.0,18664.0,18416.0,416.0,416.0,2956,0,368,416,416,416,0
2172,2199,150000.0,2,3,1,35,-1,-1,-1,-1,-1,-1,11500.0,4998.0,4996.0,4998.0,4998.0,49398.0,4998,4996,5000,4998,49398,4552,0
2174,2201,140000.0,2,1,2,30,2,-1,-1,-1,-1,-1,1070.0,4593.0,4705.0,1710.0,0.0,6096.0,4593,4705,1710,0,6096,0,1
2175,2202,210000.0,2,1,1,45,-2,-2,-2,-2,-2,-2,-200.0,-200.0,-200.0,0.0,2000.0,0.0,0,0,200,2000,0,0,0
2176,2203,360000.0,1,3,1,53,0,0,0,0,0,0,8669.0,8254.0,8988.0,6868.0,5604.0,6158.0,1303,1513,706,700,600,2000,0
2177,2204,60000.0,1,1,2,30,0,0,0,0,2,2,59959.0,49744.0,48257.0,46353.0,45481.0,48373.0,10020,4000,4000,0,3800,0,0
2178,2205,30000.0,1,2,1,33,0,0,0,0,0,0,15662.0,16601.0,21291.0,21939.0,22435.0,23160.0,1500,5000,1000,1000,1100,1000,0
2179,2206,140000.0,2,2,1,37,0,0,0,0,0,0,127693.0,26633.0,28180.0,29702.0,31223.0,35683.0,2000,2000,2000,2000,5000,2000,0
2181,2208,120000.0,2,2,2,32,0,0,0,0,0,2,15602.0,16482.0,16743.0,17185.0,18281.0,17312.0,2000,1551,2000,1500,457,7000,1
2182,2209,80000.0,1,1,1,45,1,-2,-1,-1,-1,-1,-50.0,-440.0,170.0,-220.0,390.0,0.0,0,1000,0,1000,0,780,0
2183,2210,50000.0,2,2,1,41,0,0,0,0,0,0,21910.0,23251.0,24059.0,24658.0,25212.0,25642.0,2000,1500,1000,1100,1000,1000,0
2184,2211,360000.0,2,1,2,27,1,-2,-1,-1,-1,-1,0.0,0.0,830.0,0.0,1271.0,179.0,0,830,0,1271,179,1970,0
2186,2214,210000.0,1,2,2,25,0,0,-2,-1,0,0,13899.0,-9.0,-9.0,3231.0,125140.0,124880.0,0,0,3240,125009,5009,5013,0
2187,2215,50000.0,1,3,2,41,0,0,2,0,0,0,22358.0,23257.0,23192.0,24073.0,21759.0,21959.0,1900,1000,1500,891,1000,700,0
2188,2216,200000.0,2,1,1,38,-1,2,-1,-1,-1,-1,6677.0,4561.0,1856.0,1856.0,1856.0,2508.0,0,1856,1856,1856,2508,26042,0
2189,2217,300000.0,2,1,2,36,-1,-1,-1,-2,-2,-2,10700.0,890.0,0.0,0.0,0.0,0.0,890,0,0,0,0,0,0
2190,2218,110000.0,1,2,2,24,0,0,0,0,0,0,44737.0,39590.0,39457.0,39075.0,39307.0,39564.0,2103,2005,2006,3006,3010,2013,1
2191,2219,50000.0,1,2,2,58,4,3,2,2,2,2,51996.0,51203.0,50071.0,8086.0,8263.0,9533.0,300,300,300,293,1400,400,1
2192,2220,340000.0,2,1,1,41,-1,2,-1,-1,2,-1,6814.0,6167.0,24386.0,3570.0,3094.0,14645.0,0,24386,3570,0,14645,4534,1
2193,2221,50000.0,2,2,1,32,-1,-1,-1,-2,-2,-2,819.0,699.0,0.0,0.0,0.0,0.0,699,0,0,0,0,0,1
2194,2222,110000.0,1,3,2,63,1,2,0,0,0,0,49992.0,48918.0,49890.0,46884.0,47350.0,43169.0,0,2164,1730,1788,1538,1607,0
2196,2224,160000.0,1,1,2,32,-1,-1,-1,-1,0,0,2507.0,798.0,-2.0,2319.0,1523.0,-2.0,800,0,2321,4,0,801,0
2198,2226,60000.0,1,1,2,31,1,-1,0,0,0,0,0.0,1012.0,22760.0,17032.0,6808.0,8741.0,1012,22066,5032,1565,8500,5205,1
2199,2227,310000.0,1,1,1,43,0,0,0,0,2,0,250708.0,256157.0,261550.0,285233.0,280905.0,272240.0,11000,11300,29841,69,9980,9546,1
2201,2229,60000.0,2,2,2,29,0,0,0,0,0,0,53274.0,54093.0,53111.0,50568.0,47791.0,45421.0,2591,2109,1705,2010,2000,1523,0
2202,2230,170000.0,2,2,1,38,-1,-1,-1,0,0,-2,521.0,5360.0,29271.0,26511.0,0.0,0.0,6439,29271,0,0,0,2730,0
2203,2232,230000.0,2,1,2,49,2,2,-1,-1,-1,-1,113.0,0.0,1100.0,0.0,2119.0,0.0,0,1100,0,2119,0,2916,1
2204,2233,80000.0,2,1,2,25,-2,-2,-2,-1,-1,-1,1174.0,0.0,0.0,5526.0,3292.0,12792.0,0,0,5526,3292,12807,600,0
2205,2234,120000.0,2,3,1,50,0,0,0,0,0,2,111564.0,112482.0,115046.0,80987.0,85921.0,84384.0,4200,4552,3100,6416,0,3228,0
2207,2236,140000.0,2,2,1,26,0,0,0,0,0,-1,37283.0,24748.0,21854.0,21711.0,25999.0,902.0,7023,5080,10000,6000,902,18542,0
2208,2237,50000.0,1,2,2,24,0,0,0,0,0,0,49076.0,48923.0,49158.0,19270.0,18776.0,19167.0,2063,1298,700,800,815,237,0
2209,2238,180000.0,2,1,1,35,0,0,0,0,0,0,104335.0,108156.0,108874.0,111568.0,113817.0,116422.0,5500,4000,4500,4200,4500,4500,0
2210,2239,150000.0,2,3,1,50,-1,-1,-1,-1,-1,-1,3644.0,875.0,2162.0,0.0,5085.0,2887.0,875,2162,0,5085,2887,0,0
2211,2240,300000.0,2,1,2,35,0,0,0,0,0,0,294344.0,302638.0,300159.0,226705.0,229739.0,232942.0,15000,11311,7941,8412,9000,5258,0
2212,2241,380000.0,2,1,1,45,-1,-1,-1,-1,-2,-1,202.0,35993.0,86617.0,-3450.0,-3450.0,3502.0,37791,86697,0,0,7102,159753,0
2213,2242,90000.0,2,3,2,27,2,0,0,0,0,0,92290.0,90719.0,39902.0,39200.0,38531.0,32991.0,4183,1600,1280,1310,1432,1088,1
2215,2244,90000.0,2,3,2,28,2,0,0,0,2,0,63869.0,65212.0,66627.0,70652.0,69397.0,70842.0,2368,2500,5140,0,2600,3000,1
2216,2245,240000.0,1,1,1,34,-1,-1,-1,-1,-1,0,228.0,23282.0,48595.0,37573.0,26296.0,15788.0,23295,49000,37573,26296,7000,46495,0
2217,2246,180000.0,2,3,1,32,-1,-1,-1,-1,-1,0,396.0,712.0,712.0,712.0,1424.0,712.0,712,712,712,1424,0,5366,0
2218,2247,140000.0,1,1,2,32,0,0,0,0,0,0,101458.0,99196.0,78458.0,76387.0,76344.0,67302.0,3997,3520,2500,2689,2494,2498,0
2219,2248,280000.0,1,2,1,36,1,2,2,2,0,0,168708.0,172528.0,174328.0,170028.0,174281.0,185348.0,8000,6100,0,7000,14000,7000,1
2220,2249,120000.0,2,1,2,30,-1,-1,-1,-1,-1,-1,711.0,878.0,1131.0,441.0,441.0,441.0,878,1131,441,441,441,455,1
2221,2251,170000.0,2,2,2,30,0,0,0,0,0,2,90727.0,93345.0,93812.0,95613.0,95972.0,97230.0,5000,5000,5000,4400,3000,3600,0
2222,2252,50000.0,2,2,1,36,2,2,2,0,0,2,2590.0,4836.0,4613.0,5378.0,5848.0,5606.0,2458,0,1000,557,0,2000,0
2223,2253,140000.0,2,2,1,35,0,0,0,0,0,0,137692.0,134899.0,137477.0,110865.0,69217.0,48018.0,5202,6405,4819,3091,2477,100002,0
2225,2255,240000.0,2,3,1,32,-1,-1,-1,-1,-1,0,1386.0,1207.0,1357.0,1559.0,23506.0,21532.0,1207,1357,1559,23506,1603,1407,0
2226,2256,30000.0,2,2,2,24,2,2,0,0,0,0,27954.0,27226.0,28427.0,28752.0,28447.0,24552.0,0,2000,1000,1100,1500,1000,0
2227,2257,30000.0,2,2,2,25,1,2,2,2,2,2,14149.0,15171.0,14635.0,15318.0,14930.0,16562.0,1543,0,1226,0,1882,0,1
2228,2258,200000.0,2,2,2,36,0,0,0,0,0,0,2324.0,3344.0,4450.0,14280.0,14894.0,15608.0,1064,1170,10000,1000,1000,464,0
2229,2259,140000.0,2,2,2,33,0,0,0,0,0,0,56426.0,41717.0,42823.0,25224.0,26855.0,23783.0,2000,2000,900,2000,10000,5000,0
2230,2260,200000.0,2,3,2,28,1,-2,-2,-1,-1,-1,0.0,0.0,0.0,304.0,13489.0,6788.0,0,0,304,13489,6788,188,0
2231,2261,80000.0,2,2,2,37,0,0,0,0,0,0,21054.0,21776.0,22790.0,23411.0,23882.0,24356.0,1365,1379,1000,1000,871,1000,0
2232,2262,100000.0,1,3,2,30,0,0,0,0,0,0,46675.0,46567.0,46638.0,46454.0,46262.0,47823.0,1800,2000,1700,1683,3500,1500,1
2233,2263,220000.0,1,2,2,26,2,2,2,2,2,0,215477.0,216099.0,210839.0,216988.0,213824.0,39819.0,5516,0,8275,0,800,223833,0
2234,2264,80000.0,2,2,2,25,0,0,0,0,0,0,7536.0,5024.0,5589.0,6094.0,45342.0,45877.0,1200,1100,1000,40000,1700,1700,0
2235,2265,350000.0,2,1,2,27,0,0,0,0,0,0,312770.0,320400.0,268598.0,250304.0,251436.0,249891.0,14599,10334,5728,8242,13138,4520,0
2236,2266,50000.0,2,2,2,26,0,0,0,0,-2,-2,33428.0,34385.0,35796.0,-229.0,-229.0,-229.0,1800,2100,0,0,0,0,1
2237,2267,360000.0,1,2,1,39,0,0,0,0,0,0,23690.0,67560.0,26649.0,15830.0,20025.0,21404.0,60284,16079,5024,9032,8035,12073,0
2238,2268,230000.0,2,2,1,33,0,0,2,-1,0,0,9530.0,12872.0,3724.0,153400.0,14788.0,21258.0,7000,0,153400,8000,10000,6000,0
2239,2269,30000.0,1,2,1,39,2,2,2,2,2,0,13888.0,16652.0,16087.0,17317.0,16900.0,17465.0,3000,0,1500,0,1000,3500,1
2240,2270,70000.0,2,2,2,24,0,0,2,2,2,2,41485.0,44697.0,47229.0,47956.0,47056.0,49565.0,4200,3600,1800,0,3308,2500,0
2241,2271,70000.0,2,2,2,23,-1,0,0,0,0,0,3082.0,4370.0,9353.0,15282.0,20400.0,12915.0,1500,5353,6282,6342,2055,3257,0
2242,2272,150000.0,2,1,1,44,1,-2,-1,-1,-2,-2,0.0,0.0,1512.0,0.0,0.0,0.0,0,1512,0,0,0,0,0
2243,2273,360000.0,1,1,2,35,-1,-1,-1,-1,2,0,1195.0,23944.0,884.0,789.0,244.0,244.0,23944,884,300,0,0,856,0
2244,2274,210000.0,2,2,1,56,1,-2,-2,-2,-2,-1,-325.0,-721.0,-1117.0,-1513.0,-1909.0,59017.0,0,0,0,0,61982,2200,0
2245,2275,50000.0,1,2,2,29,0,0,0,0,0,-2,32312.0,24213.0,24278.0,24750.0,0.0,0.0,1700,2000,1300,0,0,0,0
2246,2276,180000.0,2,2,2,48,-1,2,-1,-1,-1,-1,3116.0,1058.0,390.0,1726.0,390.0,2240.0,0,390,1726,390,2240,17488,0
2247,2277,210000.0,1,1,1,40,-1,-1,-1,-1,-1,-1,6223.0,8143.0,3712.0,3091.0,90817.0,308.0,8146,3719,3091,90817,308,3369,0
2248,2278,160000.0,2,3,1,53,-1,-1,-1,-1,-1,-1,2475.0,2475.0,5175.0,2475.0,3975.0,8175.0,2475,5175,2475,3975,8175,138,0
2249,2279,50000.0,2,3,1,37,2,0,0,0,0,0,38527.0,39609.0,40352.0,41183.0,42221.0,42935.0,2000,1700,1500,1700,1568,7400,1
2250,2280,200000.0,2,2,1,35,1,-2,-2,-2,-2,-1,0.0,0.0,0.0,0.0,0.0,688.0,0,0,0,0,688,0,0
2253,2283,90000.0,2,3,1,49,0,0,0,0,0,0,104494.0,99941.0,95197.0,90508.0,85640.0,79775.0,3592,3382,3319,3172,4000,2360,0
2254,2284,70000.0,2,1,2,29,0,0,2,2,0,0,47310.0,51047.0,51727.0,50594.0,51823.0,54093.0,4500,1813,0,2046,3300,900,0
2255,2285,50000.0,2,3,1,49,0,0,-1,-1,-1,-1,33782.0,35650.0,390.0,390.0,46310.0,0.0,4000,390,390,46310,0,0,1
2256,2286,180000.0,1,1,1,37,-1,0,0,0,0,0,121915.0,116093.0,99267.0,74324.0,47642.0,37957.0,7416,7038,7000,6000,5000,5000,0
2257,2287,50000.0,1,2,2,27,1,3,2,2,0,0,41322.0,40383.0,42413.0,41434.0,45567.0,61595.0,0,3000,0,5000,20000,0,0
2258,2288,230000.0,2,2,2,33,0,0,0,0,0,0,232796.0,233564.0,235149.0,166637.0,165699.0,163858.0,9000,9500,6000,6150,6000,10500,0
2259,2289,70000.0,1,2,2,28,1,2,0,0,0,0,35155.0,26598.0,22793.0,23156.0,24810.0,27433.0,23,1637,1000,2000,3007,3014,0
2260,2290,30000.0,1,3,2,39,0,0,0,0,0,0,10178.0,14491.0,15504.0,15812.0,16143.0,16606.0,4491,1257,565,585,730,1000,1
2262,2292,90000.0,1,3,1,35,1,-1,2,2,-1,2,0.0,800.0,400.0,0.0,950.0,400.0,800,0,0,950,0,0,0
2263,2293,80000.0,2,3,1,43,2,2,3,3,2,3,68152.0,71459.0,73690.0,71908.0,76294.0,74788.0,5000,4000,0,5700,0,0,1
2264,2294,360000.0,2,1,1,46,1,-1,2,2,-1,-1,-200.0,2716.0,200.0,0.0,12140.0,42424.0,2916,0,0,12140,42424,19825,0
2265,2295,150000.0,2,1,2,29,-1,2,2,-1,2,-1,766.0,515.0,-150.0,974.0,269.0,191.0,0,85,1124,0,191,591,1
2266,2296,200000.0,2,1,1,32,1,2,2,-2,-2,-2,25830.0,780.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2267,2297,300000.0,2,3,2,38,0,0,0,0,-1,-1,35103.0,43782.0,44508.0,67484.0,500.0,7391.0,10000,6000,30000,500,7391,7000,0
2269,2299,210000.0,1,1,2,27,-1,0,0,0,0,0,25025.0,25336.0,26029.0,26816.0,21116.0,10721.0,5000,4000,5000,3000,3000,3500,0
2270,2300,80000.0,2,2,2,33,0,-1,-1,0,-1,-1,17254.0,811.0,1533.0,722.0,811.0,337.0,1000,1533,0,900,337,1000,0
2271,2301,200000.0,2,1,1,44,2,0,0,0,0,0,188553.0,192100.0,126343.0,125700.0,126448.0,81008.0,8011,5203,4000,5000,3001,3000,0
2272,2302,230000.0,2,1,1,30,-1,-1,0,0,0,0,2212.0,17402.0,32450.0,17285.0,9766.0,9981.0,17402,20013,346,5000,8000,5000,1
2273,2303,60000.0,2,1,1,29,0,0,0,3,2,2,51855.0,53220.0,59244.0,57889.0,59017.0,56637.0,2200,7000,0,2013,7577,13,0
2274,2304,180000.0,1,2,2,32,1,2,2,0,0,0,172842.0,177065.0,163930.0,136145.0,133843.0,134352.0,8500,0,7000,5000,8000,5000,1
2275,2305,80000.0,1,2,1,26,0,0,0,0,0,0,51751.0,43280.0,44234.0,45276.0,39808.0,40598.0,2000,2000,1668,2000,1453,1664,0
2276,2306,220000.0,2,1,1,44,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2277,2307,30000.0,2,2,1,26,0,0,0,-1,2,-1,10540.0,9766.0,-2643.0,2596.0,1123.0,2390.0,1081,0,6712,0,2780,0,0
2278,2308,30000.0,2,1,2,30,1,-2,-1,-1,-1,-1,0.0,0.0,4990.0,4322.0,1955.0,980.0,0,4990,4322,1955,980,7490,0
2279,2309,30000.0,1,2,2,25,0,0,0,0,0,0,8864.0,10062.0,11581.0,12580.0,13716.0,14828.0,1500,2000,1500,1500,1500,2000,0
2280,2310,150000.0,1,2,1,40,0,0,0,0,0,0,54021.0,55154.0,56280.0,57397.0,58599.0,60668.0,2003,2044,2054,2127,3044,3150,0
2281,2311,30000.0,2,2,1,47,1,2,0,0,0,0,23709.0,23047.0,24056.0,24380.0,24835.0,25423.0,0,1698,1022,1000,1000,1000,0
2282,2312,180000.0,1,2,2,26,0,0,0,0,0,0,93169.0,58983.0,60506.0,58458.0,60770.0,61628.0,4500,4000,4000,4000,4000,4000,0
2283,2313,30000.0,1,1,2,56,2,0,0,0,0,0,27033.0,27772.0,28740.0,29313.0,29019.0,28916.0,1480,1448,1021,1040,1216,1270,0
2284,2314,240000.0,2,1,2,28,0,0,0,0,0,0,236772.0,201463.0,187916.0,149293.0,150614.0,150911.0,10000,7000,10040,7000,6000,5000,0
2285,2315,120000.0,2,2,2,31,0,0,0,0,0,0,26307.0,27361.0,28878.0,30428.0,31818.0,34293.0,1483,2000,2000,2000,3000,3000,0
2286,2316,150000.0,2,3,1,43,0,0,0,0,0,-2,17541.0,19021.0,7861.0,7691.0,0.0,0.0,2000,2000,2000,0,0,0,0
2287,2317,180000.0,2,1,1,47,1,-2,-1,-1,-1,-2,0.0,0.0,1154.0,2000.0,0.0,0.0,0,1154,2000,0,0,415,0
2288,2318,50000.0,1,2,1,46,0,0,0,0,0,0,44573.0,60540.0,15993.0,16327.0,16863.0,17282.0,2200,2600,600,800,700,700,0
2289,2319,360000.0,2,1,2,26,1,-2,-2,-1,-1,-2,-200.0,-200.0,0.0,3000.0,0.0,0.0,0,200,3000,0,0,0,1
2290,2320,30000.0,2,3,3,60,-1,-1,-2,-2,-1,-1,2365.0,-581.0,-581.0,-2054.0,1473.0,14510.0,0,0,0,5000,14510,0,0
2291,2321,50000.0,1,2,1,24,-1,-1,-1,0,0,0,390.0,918.0,19583.0,19593.0,19364.0,19893.0,918,19583,1000,1000,1000,1000,0
2292,2322,30000.0,2,2,1,39,-1,3,2,0,-1,3,1742.0,1560.0,780.0,780.0,2057.0,1737.0,0,0,0,2057,0,0,0
2293,2323,50000.0,2,1,2,53,0,0,0,0,0,0,50777.0,51086.0,50321.0,20141.0,18039.0,19349.0,2504,2059,666,1000,2008,1513,0
2294,2324,90000.0,1,2,2,30,0,0,0,-2,-2,-2,46927.0,40000.0,0.0,0.0,0.0,0.0,4000,0,0,0,0,85000,0
2295,2325,200000.0,2,2,2,39,7,6,5,4,3,2,195156.0,190843.0,186029.0,181866.0,179272.0,148704.0,0,0,0,39,85,3054,1
2296,2326,50000.0,1,3,2,52,0,0,0,0,0,0,47479.0,49344.0,19596.0,19194.0,19201.0,19199.0,29456,1300,675,694,704,798,0
2297,2327,80000.0,2,2,2,40,0,0,0,0,0,0,33918.0,50878.0,51787.0,52422.0,53608.0,50312.0,20000,2400,2000,2100,2500,2000,0
2298,2328,50000.0,2,2,2,41,0,0,0,-2,-2,-2,45408.0,36025.0,0.0,0.0,0.0,0.0,2025,0,0,0,0,0,0
2299,2329,200000.0,2,2,2,23,-1,-1,-1,-1,-2,-1,964.0,-36.0,1000.0,0.0,0.0,43527.0,0,1036,0,0,54677,872,0
2300,2330,90000.0,2,2,1,36,0,0,0,0,0,0,89309.0,88544.0,88888.0,48534.0,49874.0,32078.0,5000,3500,2000,2100,1000,1000,0
2301,2331,240000.0,1,1,2,28,0,0,0,0,0,0,199671.0,193523.0,187389.0,181348.0,174998.0,168176.0,7000,7000,7000,6500,6000,6000,0
2302,2332,90000.0,2,1,2,29,-2,-2,-2,-2,-2,-2,1709.0,2522.0,3426.0,3426.0,2921.0,2197.0,2522,3426,3426,2921,2197,3087,1
2304,2334,210000.0,2,1,1,38,-1,-1,2,2,-1,-1,2360.0,4707.0,4465.0,0.0,9306.0,5855.0,4465,0,0,9306,5855,9840,0
2305,2335,140000.0,2,2,2,26,0,0,0,0,-1,-1,12436.0,14910.0,13780.0,13710.0,488.0,-1450.0,3380,1200,2000,500,0,0,0
2306,2336,50000.0,2,1,1,29,0,0,0,0,0,0,29719.0,30754.0,31939.0,33102.0,33918.0,35197.0,1815,2000,2000,1500,2000,1500,0
2307,2337,50000.0,2,2,1,28,0,0,0,0,0,0,36380.0,51418.0,43095.0,29717.0,30368.0,29113.0,30000,2052,1034,1100,1088,883,1
2308,2338,230000.0,2,3,1,45,-1,-1,-2,-1,0,-1,1633.0,8410.0,5722.0,10371.0,9998.0,1328.0,8435,5955,10371,0,1332,0,0
2309,2339,150000.0,2,2,2,27,-1,-1,-1,-1,0,0,4914.0,6237.0,3280.0,11167.0,15915.0,16268.0,6237,3280,11167,10000,686,352,0
2310,2340,240000.0,1,2,1,36,0,0,0,0,0,0,10767.0,144915.0,142909.0,143531.0,144893.0,144121.0,140013,5206,5008,6011,5250,5033,0
2311,2341,80000.0,1,2,2,25,1,2,2,2,0,0,81774.0,79597.0,47168.0,45312.0,46263.0,47341.0,0,3667,0,1680,1848,1863,0
2312,2342,140000.0,2,3,2,33,1,-2,-2,-1,-1,-1,0.0,0.0,0.0,4647.0,250.0,4654.0,0,0,4647,5423,4404,0,0
2313,2343,290000.0,1,2,1,50,0,0,0,0,0,0,88713.0,79214.0,81301.0,84033.0,86513.0,90056.0,3459,4000,5000,4000,5000,5000,0
2314,2344,80000.0,1,4,1,29,0,0,0,0,0,0,80534.0,78179.0,79348.0,81099.0,80540.0,67069.0,3006,2641,2827,2671,2611,2417,0
2315,2345,400000.0,1,2,1,34,0,0,0,0,0,0,372724.0,394443.0,398634.0,210628.0,203102.0,85374.0,28000,14547,8078,6500,5000,3012,0
2317,2347,360000.0,1,1,2,30,-1,-1,-1,-1,-1,-1,11487.0,307.0,400.0,589.0,956.0,1383.0,307,400,589,956,1383,448,0
2318,2348,260000.0,2,2,2,25,0,0,0,0,-1,0,16373.0,15249.0,15018.0,15520.0,3491.0,5651.0,5006,5000,5000,3491,3000,2000,1
2319,2349,30000.0,1,1,2,28,1,2,2,0,0,0,10056.0,9815.0,7576.0,5746.0,3900.0,1944.0,2000,0,144,128,39,1944,0
2320,2350,130000.0,1,2,2,27,0,0,0,0,-1,0,131406.0,125858.0,118536.0,34394.0,66701.0,58437.0,5000,3572,3153,69200,2500,10000,1
2324,2354,180000.0,2,1,2,32,0,-1,0,0,0,-1,64008.0,3414.0,3844.0,5344.0,4000.0,10395.0,3414,1500,1500,0,10395,3600,0
2325,2355,90000.0,2,1,2,26,-1,-1,-1,-1,-1,-1,1224.0,3120.0,1712.0,5000.0,0.0,4210.0,3128,1712,5000,0,4210,750,0
2326,2356,90000.0,1,2,2,25,0,-1,-1,0,-1,-1,2908.0,1051.0,2422.0,1051.0,1051.0,83573.0,1052,2422,0,1051,83573,3098,0
2328,2358,280000.0,2,2,1,52,0,0,0,0,0,0,50667.0,50400.0,50108.0,49425.0,48977.0,48459.0,2007,2007,1370,1407,1359,1381,0
2329,2359,230000.0,1,1,2,29,0,0,0,0,0,0,121344.0,121415.0,25210.0,21433.0,18203.0,13931.0,6317,5516,2015,2014,2019,5536,0
2330,2360,300000.0,1,2,2,35,0,0,0,0,0,0,276536.0,206885.0,169901.0,170540.0,152188.0,101485.0,26531,10017,9123,10259,5079,3816,0
2332,2362,80000.0,2,2,2,26,0,0,0,-1,0,0,27041.0,27797.0,5958.0,11341.0,5259.0,4278.0,5879,1000,11360,486,478,0,0
2334,2364,220000.0,1,1,2,34,-1,-1,-1,-2,-2,-2,17875.0,3431.0,-344.0,-344.0,-601.0,-601.0,3431,0,0,0,0,0,1
2335,2365,210000.0,2,2,1,44,0,0,0,0,0,0,73487.0,75456.0,86171.0,87895.0,89022.0,90868.0,3748,13000,3081,3217,3312,3151,0
2336,2366,130000.0,1,3,2,49,2,0,0,0,0,0,60273.0,61839.0,62370.0,63429.0,26779.0,27521.0,2536,1857,1681,971,1186,1698,1
2337,2367,400000.0,1,1,1,66,0,0,0,0,0,0,258070.0,77910.0,61440.0,44590.0,12270.0,0.0,47000,1500,0,0,0,0,0
2338,2368,120000.0,2,1,2,25,-1,-1,-1,-1,-1,-1,9642.0,12557.0,3938.0,1110.0,9848.0,3301.0,12557,3938,1110,9848,3301,0,0
2340,2370,230000.0,2,1,1,42,-1,-1,-1,-1,-1,-1,2915.0,4203.0,167.0,3351.0,1644.0,1733.0,4203,200,3351,1644,1733,4737,0
2341,2371,210000.0,1,2,2,28,0,0,0,0,0,0,187992.0,193623.0,187501.0,167142.0,170910.0,174336.0,8500,8600,6500,6500,6300,7900,0
